LineId,Date,Time,Pid,Tid,Level,Component,Content,EventId,EventTemplate,ParameterList
8679,12-18,10:40:05.075,1795,1812,I,ActivityManager_broadcast,"dispatch ordered broadcast [bgkeyapp] BroadcastRecord{f171d79 u0 null}, has 1 receivers",65d64fd5,dispatch ordered broadcast <*> BroadcastRecord{<*> <*> <*> has <*> receivers,"['[bgkeyapp]', 'f171d79', 'u0 null},', '1']"
8680,12-17,21:33:49.630,2852,2852,D,StatusBar,reusing notification for key: 0|com.huawei.health|10010|null|10099,d2994755,reusing notification for key: <*>|<*>|<*>|null|<*>,"['0', 'com.huawei.health|10010', '10099']"
8681,12-18,08:42:52.253,633,31870,I,SDK     ,<2016-12-18 08:42:52> [WARN] SDK: UE-SeC 2016-12-18 8:42:52:253 Level[WARN] magic[3362781472 684]:PubEvt_Close Getting a socket[238] from the Socket-table Failed!,b29d6ea3,<<*><*><*> <*>:<*>:<*>> <*> SDK: UE-SeC <*><*><*> <*>:<*>:<*>:<*> <*> magic[<*> <*> <*> <*> <*> <*> <*> <*> <*>,"['', '<2016-12-18 08', '42:52', '[WARN]', '', '2016-12-18 8', '42', '52:253 Level[WARN]', '3362781472', '684]:PubEvt_Close', 'Getting', 'a', 'socket[238] from the Socket-table Failed!']"
8682,12-17,19:33:42.169,1795,16232,I,WindowManger_keyguard,Setting mDismissKeyguard true by win Window{e6a6b5e u0 com.android.incallui/com.android.incallui.InCallActivity},7581ef5a,Setting mDismissKeyguard true by win Window{<*> u0 <*><*>.<*>},"['e6a6b5e', 'com', 'android.incallui/com.android.incallui.InCallActivity']"
8683,12-18,13:11:03.914,5224,5283,I,Step_DataCache,20002302|getTodayTotalSteps 7844,dede275d,<*> <*>,['20002302|getTodayTotalSteps 7844']
8684,12-18,12:50:07.059,1795,2323,E,UsbDeviceManager,Error reading charge file,5f2c0349,Error reading charge file,[]
8685,12-18,07:58:29.512,2852,2852,I,ToggleSlider,mSeekListener onProgressChanged progress:2384 fromUser:false,21a28837,mSeekListener onProgressChanged progress:<*> fromUser:false,['2384']
8686,12-18,08:49:13.277,633,28536,V,imssdk_CloudRecord,AFTER CALLBACK,a12be67b,AFTER CALLBACK,[]
8687,12-17,23:15:37.721,3626,3626,I,iMonitor,create: 903001011,dede275d,<*> <*>,['create: 903001011']
8688,12-18,16:01:39.255,1795,1821,I,WifiDisplayController,mDiscoverPeersInProgress=false mDesiredDevice=null,f7621ec7,mDiscoverPeersInProgress=false mDesiredDevice=null,[]
8689,12-18,14:09:08.289,1795,3139,D,InputMethodManagerService,showCurrentInputLocked: mCurToken=android.os.Binder@cb2bac0,530e3b96,showCurrentInputLocked: mCurToken=<*>@<*>,['android.os.Binder@cb2bac0']
8690,12-18,14:25:34.498,3858,4126,I,amsnl   ,m1: false,8e829e30,<*> false,['m1:']
8691,12-18,14:10:06.516,1795,3247,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { flg=0x34800000 cmp=com.huawei.systemmanager/com.huawei.harassmentinterception.ui.InterceptionActivity (has extras) }",c9b774ff,"Skipping, withExcluded: false, tr.intent:Intent { flg=<*> cmp=<*><*>.<*> (has extras) }","['0x34800000', 'com', 'huawei.systemmanager/com.huawei.harassmentinterception.ui.InterceptionActivity']"
8692,12-18,15:33:18.697,1795,1808,I,ActivityManager_broadcast,"dispatch ordered broadcast [background] BroadcastRecord{d963f52 u-1 android.net.wifi.supplicant.STATE_CHANGE}, has 1 receivers",65d64fd5,dispatch ordered broadcast <*> BroadcastRecord{<*> <*> <*> has <*> receivers,"['[background]', 'd963f52', 'u-1 android.net.wifi.supplicant.STATE_CHANGE},', '1']"
8693,12-18,12:38:47.443,2852,2852,I,vol.VolumeDialogControl,C onDismissRequested reason = 2,c7d11cb0,<*> <*> <*> = <*>,"['C', 'onDismissRequested reason', '2']"
8694,12-17,21:04:04.958,1795,28229,I,AwareLog,AwareMem_Kill: execute: killing count=0,bf7be13f,AwareMem_Kill: execute: killing count=<*>,['0']
8695,12-18,18:29:40.798,2852,2852,I,StackScroller,"generateAddAnimation:null, false",8e829e30,<*> false,"['generateAddAnimation:null,']"
8696,12-17,22:36:47.020,2852,2852,I,HwSignalClusterView,"apply hwPhoneState.mSubId:0 anyMobileVisible:false mIsAirplaneMode:false, mobileGroupVisible=true",9361d325,"apply hwPhoneState.mSubId:<*> anyMobileVisible:false mIsAirplaneMode:false, mobileGroupVisible=true",['0']
8697,12-17,21:40:06.082,1795,11746,I,HwActivityManagerService,Split enqueueing broadcast [callerApp]:ProcessRecord{24cdca7 3218:com.android.phone/1001},b1ffc7b2,Split enqueueing broadcast [callerApp]:ProcessRecord{<*> <*>,['24cdca7 3218:com.android.phone/1001}']
8698,12-17,23:22:18.760,1795,16501,I,HwActivityManagerService,keyAppBroadcastQueueForIntent intent Intent { act=com.tencent.mm.ui.ACTION_DEACTIVE flg=0x10 (has extras) } on bgkeyapp queue,4b6de364,keyAppBroadcastQueueForIntent intent Intent { <*> flg=<*> (has extras) } on bgkeyapp queue,"['act=com.tencent.mm.ui.ACTION_DEACTIVE', '0x10']"
8699,12-17,21:53:36.180,2852,2852,I,StatusBar,onNotificationRemoved: StatusBarNotification(pkg=com.android.incallui user=UserHandle{0} id=2 tag=null key=0|com.android.incallui|2|null|1001: Notification(pri=2 contentView=null vibrate=null sound=null defaults=0x0 flags=0x2 color=0x00000000 actions=3 vis=PRIVATE publicVersion=Notification(pri=0 contentView=null vibrate=null sound=null defaults=0x0 flags=0x0 color=0xff33b5e5 vis=PRIVATE))),7c19ba50,onNotificationRemoved: StatusBarNotification(pkg=<*> user=UserHandle{<*>} id=<*> tag=null key=<*>|<*>|<*>|null|<*>: Notification(pri=<*> contentView=null vibrate=null sound=null defaults=<*> flags=<*> color=<*> actions=<*> vis=PRIVATE publicVersion=Notification(pri=<*> contentView=null vibrate=null sound=null defaults=<*> flags=<*> color=<*> vis=PRIVATE))),"['com.android.incallui', '0', '2', '0', 'com.android.incallui|2', '1001', '2', '0x0', '0x2', '0x00000000', '3', '0', '0x0', '0x0', '0xff33b5e5']"
8700,12-17,20:13:02.167,1795,1819,D,NetworkManagement,notifyInterfaceClassActivity: client is com.android.server.connectivity.Tethering@ff4a50f,cea6a32f,notifyInterfaceClassActivity: client is <*>,['com.android.server.connectivity.Tethering@ff4a50f']
8701,12-17,23:58:34.306,832,933,W,AwareLog:defragd,delay_us exceeds max timeout: 129971900 us,6937c2b4,delay_us exceeds max timeout: <*> us,['129971900']
8702,12-17,21:13:00.025,2852,2852,I,HwDateUtils,formatChinaDateTime equals.,055da6b0,formatChinaDateTime equals.,[]
8703,12-18,09:50:33.797,3626,3626,E,PTM.FileNodeInfo,"getTempInfo error: null, 0",4de3e872,"getTempInfo error: null, <*>",['0']
8704,12-17,20:33:04.777,1795,2748,D,lux trace:,"[9.0/123932181, 10.0/123933605, 9.0/123933961, 10.0/123935030, 9.0/123935388, 8.0/123938229]",36225107,"<*> <*>.<*><*>, <*>.<*><*>, <*>.<*><*>, <*>.<*><*>, <*>","['[9', '0/123932181', '', '10.0/123933605', '', '9.0/123933961', '', '10.0/123935030', '9.0/123935388, 8.0/123938229]']"
8705,12-17,21:58:41.371,1795,15987,I,SendBroadcastPermission,"action:com.android.server.action.NETWORK_STATS_UPDATED, mPermissionType:0",6b0b29a4,<*> mPermissionType:<*>,"['action:com.android.server.action.NETWORK_STATS_UPDATED,', '0']"
8706,12-18,00:07:28.949,1795,5350,I,TrafficMonitor,"getStatic,count:0,work status:false",e0b351b6,"getStatic,count:<*>,work status:false",['0']
8707,12-18,13:53:07.540,3626,3626,E,PTM.FileNodeInfo,"getTempInfo error: null, 0",4de3e872,"getTempInfo error: null, <*>",['0']
8708,12-18,12:38:43.882,1795,2691,D,HwConnectivityService,handleFilterMsg action: 3mFilterMsgFlag3,b1884444,handleFilterMsg action: 3mFilterMsgFlag3,[]
8709,12-17,22:26:19.726,835,835,E,libteec ,qsc_decode end,3e6fbd08,<*> end,['qsc_decode']
8710,12-17,21:57:58.359,1795,1795,I,DeviceIdleController,"becomeActiveLocked, reason = screen",ed9a902a,"becomeActiveLocked, reason = screen",[]
8711,12-17,23:25:38.878,2852,2852,I,HwSignalClusterView,"apply hwPhoneState.mSubId:0 anyMobileVisible:false mIsAirplaneMode:false, mobileGroupVisible=true",9361d325,"apply hwPhoneState.mSubId:<*> anyMobileVisible:false mIsAirplaneMode:false, mobileGroupVisible=true",['0']
8712,12-17,21:03:03.552,3858,4126,I,amsnl   ,csr,1f8c50db,csr,[]
8713,12-18,11:26:03.756,633,31870,I,SDK     ,<2016-12-18 11:26:03> [WARN] SDK: UE-SeC 2016-12-18 11:26:3:756 Level[WARN] magic[3362781472 684]:PubEvt_Close Getting a socket[39] from the Socket-table Failed!,b29d6ea3,<<*><*><*> <*>:<*>:<*>> <*> SDK: UE-SeC <*><*><*> <*>:<*>:<*>:<*> <*> magic[<*> <*> <*> <*> <*> <*> <*> <*> <*>,"['', '<2016-12-18 11', '26:03', '[WARN]', '', '2016-12-18 11', '26', '3:756 Level[WARN]', '3362781472', '684]:PubEvt_Close', 'Getting', 'a', 'socket[39] from the Socket-table Failed!']"
8714,12-18,04:26:29.232,1795,16499,I,ActivityManager_broadcast,Enqueueing ordered broadcast[background] BroadcastRecord{911c06 u0 huawei.intent.action.IMS_SERVICE_STATE_CHANGED}: prev had 0,ac9ac602,Enqueueing ordered <*> BroadcastRecord{<*> <*> <*> prev had <*>,"['broadcast[background]', '911c06', 'u0 huawei.intent.action.IMS_SERVICE_STATE_CHANGED}:', '0']"
8715,12-18,08:28:48.490,1795,1819,D,NetdConnector,"RCV unsolicited event from native daemon, event = 613 IfaceClass active 0 489467213125825 10029",5ec71037,"RCV unsolicited event from native daemon, event = <*> IfaceClass active <*> <*> <*>","['613', '0', '489467213125825 10029']"
8716,12-18,09:24:54.412,5224,5283,I,Step_HSNH,20002302|upDateHealthNotification()|44|1.48|2081,f4aaa700,<*>|upDateHealthNotification()|<*>|<*>.<*>|<*>,"['20002302', '44|1', '48|2081']"
8717,12-18,15:52:00.845,1795,3238,I,PGManagerService,"proxyWakeLockByPidUid, pid: 31949, uid: 10102, proxy: true",c6bbc222,"proxyWakeLockByPidUid, pid: <*>, uid: <*>, proxy: <*>","['31949', '10102', 'true']"
8718,12-18,15:43:13.344,10334,10334,D,wpa_supplicant,random pool - hexdump(len=128): [REMOVED],2ad3d50e,<*> <*> - hexdump(len=<*>): [REMOVED],"['random pool', '128']"
8719,12-17,20:33:55.948,24266,24266,D,VideoPlayerImpl,org.iqiyi.video.player.cv.ag()<-1> : current progress: progress= 1099752,1fe7f036,<*>()<-<*>> : current progress: progress= <*>,"['org.iqiyi.video.player.cv.ag', '<-1>', '1099752']"
8720,12-18,08:11:45.548,2852,2852,D,HwCustMobileSignalControllerImpl,isCurrentBySim()=false,2701f85c,isCurrentBySim()=false,[]
8721,12-17,21:14:16.505,3858,4126,I,amsnl   ,"t:false, fl: false, p: 2147483647000, ce: true, we: false",bc2fb95a,"t:false, fl: false, p: <*>, ce: true, we: <*>","['2147483647000', 'false']"
8722,12-18,17:42:01.794,1795,17831,E,PF_API_NATIVE,check perfhub service fail!,ce780cf8,check perfhub service fail!,[]
8723,12-17,21:47:18.997,904,904,W,System  ,ClassLoader referenced unknown path: /system/app/HwLogUploadService/lib/arm64,f528f9a6,ClassLoader referenced unknown path: <*>,['/system/app/HwLogUploadService/lib/arm64']
8724,12-17,20:44:54.540,2852,2852,D,HwCustMobileSignalControllerImpl,"sub =0,strMccMnc =null,hashMccMnc =[],strPlmn =hw_mcc_mnc",a20cc1e2,"sub =<*>,strMccMnc =null,hashMccMnc =[],strPlmn <*>","['0', '=hw_mcc_mnc']"
8725,12-18,15:27:56.254,5994,5994,D,wpa_supplicant,WPS: attr type=0x1021 len=7,5c5162a9,WPS: attr type=<*> len=<*>,"['0x1021', '7']"
8726,12-18,15:33:23.002,633,10827,V,imssdk_CloudRecord,=============================  CloudRecordGetCfgInfoRspNotify  ===================================,a9466ef0,=============================  CloudRecordGetCfgInfoRspNotify  ===================================,[]
8727,12-17,19:34:56.739,3168,3168,I,CHR_ChrNetworkTracker,"onServiceStateChanged: start: radiotechnew = 16, isNewssCdma = false, radiotechold = 16, isOldssCdma = false",9f8ecfd7,"onServiceStateChanged: start: radiotechnew = <*>, isNewssCdma = false, radiotechold = <*>, isOldssCdma = false","['16', '16']"
8728,12-17,19:35:50.493,5215,5215,E,wpa_supplicant,RSSI=-45;LINKSPEED=72;NOISE=9999;FREQUENCY=2452;,e22a492b,RSSI=-<*>;LINKSPEED=<*>;NOISE=<*>;FREQUENCY=<*>;,"['45', '72', '9999', '2452']"
8729,12-17,21:25:54.187,3858,4126,I,amsnl   ,"t:false, fl: false, p: 2147483647000, ce: true, we: false",bc2fb95a,"t:false, fl: false, p: <*>, ce: true, we: <*>","['2147483647000', 'false']"
8730,12-17,21:58:53.895,1795,1825,I,PowerManager_screenOn,PowerManagerServiceonProximityNegative -> updatePowerStateLocked,8fef324a,PowerManagerServiceonProximityNegative -> updatePowerStateLocked,[]
8731,12-17,20:31:27.583,16628,27121,I,TotemWeather,TaskController:handleTask citycode= 77666state= 0,88c28b4c,TaskController:handleTask citycode= <*> <*>,['77666state= 0']
8732,12-17,23:24:03.446,800,11296,D,,oem-qmi: request_handler recv_id = 14,c7d11cb0,<*> <*> <*> = <*>,"['oem-qmi:', 'request_handler recv_id', '14']"
8733,12-18,19:49:48.655,2852,2852,I,PhoneStatusBar,onScreenTurnedOn,468e6ee8,onScreenTurnedOn,[]
8734,12-18,14:13:25.737,5157,7198,D,fingerprint,inI3GWQLINtyJMbA+7CQkGJC2tNSPEl6BGbs1kt9XhNNOvgdNPB1Thu4kWDEkCxJirrNOzzCkiG0,5c5e57c1,inI3GWQLINtyJMbA+7CQkGJC2tNSPEl6BGbs1kt9XhNNOvgdNPB1Thu4kWDEkCxJirrNOzzCkiG0,[]
8735,12-18,14:33:18.998,816,1562,W,SocketListener,"sending broadcast to Pid = 1795, Uid = 1000",63b7eff9,"<*> <*> <*> <*> = <*>, <*> = <*>","['sending', 'broadcast to Pid', '1795', 'Uid', '1000']"
8736,12-18,15:11:34.714,5224,5224,I,Step_LSC,20002302|onStandStepChanged 83433,dede275d,<*> <*>,['20002302|onStandStepChanged 83433']
8737,12-18,14:10:51.680,5994,5994,D,wpa_supplicant,CTRL-DEBUG: global_ctrl_sock-sendto: sock=16 sndbuf=229376 outq=0 send_len=5,0e6678d6,CTRL-DEBUG: <*> sock=<*> sndbuf=<*> outq=<*> send_len=<*>,"['global_ctrl_sock-sendto:', '16', '229376', '0', '5']"
8738,12-18,08:21:13.116,31949,31967,I,ECS     ,WatchThread{4786} TcpClient.disconnect_i(TcpClient.java:202) ==================== TCP CLIENT DISCONNECT ====================,fe443a49,<*> TcpClient.disconnect_i(TcpClient.java:<*>) ==================== TCP CLIENT DISCONNECT ====================,"['WatchThread{4786}', '202']"
8739,12-18,14:13:32.268,1795,3249,I,ActivityManager_activity,"insertTaskAtTop, setTaskToReturnTo: fromHome=false,lastStackTop=TaskRecord{7d3e97e #395 A=com.sankuai.meituanhd U=0 StackId=1 sz=2}, isHomeStack=false, topTask=TaskRecord{7d3e97e #395 A=com.sankuai.meituanhd U=0 StackId=1 sz=2}, task=TaskRecord{7d3e97e #395 A=com.sankuai.meituanhd U=0 StackId=1 sz=2}",d0c352c9,"insertTaskAtTop, setTaskToReturnTo: <*> #<*> A=<*> U=<*> StackId=<*> sz=<*>}, <*> topTask=TaskRecord{<*> #<*> A=<*> U=<*> StackId=<*> sz=<*>}, task=TaskRecord{<*> #<*> A=<*> U=<*> StackId=<*> sz=<*>}","['fromHome=false,lastStackTop=TaskRecord{7d3e97e', '395', 'com.sankuai.meituanhd', '0', '1', '2', 'isHomeStack=false,', '7d3e97e', '395', 'com.sankuai.meituanhd', '0', '1', '2', '7d3e97e', '395', 'com.sankuai.meituanhd', '0', '1', '2']"
8740,12-18,15:42:58.466,1795,1795,I,QosMonitor,queryRtt: rtt_type = 3,0abafcf6,<*> <*> = <*>,"['queryRtt: rtt_type', '3']"
8741,12-18,17:56:16.587,1795,1825,D,DisplayPowerController,"Animating brightness: target=0, rate=0",1b7a0525,"Animating brightness: target=<*>, rate=<*>","['0', '0']"
8742,12-18,17:41:55.126,533,3739,E,ANDR-PERF-MPCTL,"Invalid profile no. 0, total profiles 0 only",369539c7,"Invalid profile no. <*>, total profiles <*> only","['0', '0']"
8743,12-18,15:28:49.506,1795,16499,W,WifiStateMachine,Can't find ssid.,e355a51d,Can't find ssid.,[]
8744,12-18,14:13:30.057,6673,7261,I,ChinaUploader,nspCallbackhttp://logservice.vmall.com/osg/logServerAction!uf.htm?lsId=1482041610089141661&st=%2FJgUZ2s5NMw2kZw6B06vOaUTf%2FdByF4QoK0fZLPhNsY%3D&dsKey=3&tblName=18,67f1df59,nspCallbackhttp:/<*>.vmall.com<*>!uf.htm?lsId=<*>&st=%2FJgUZ2s5NMw2kZw6B06vOaUTf%2FdByF4QoK0fZLPhNsY%3D&dsKey=<*>&tblName=<*>,"['/logservice', '/osg/logServerAction', '1482041610089141661', '3', '18']"
8745,12-18,17:30:32.491,5224,5283,I,Step_LSC,20002302|REPORT : 13651 291359 9717 0,147e02fb,<*>|REPORT : <*> <*> <*> <*>,"['20002302', '13651', '291359 9717 0']"
8746,12-18,17:56:01.255,606,2379,E,libteec ,receive data len = 128,c7d11cb0,<*> <*> <*> = <*>,"['receive', 'data len', '128']"
8747,12-17,20:01:33.402,1795,11745,I,ActivityManager_broadcast,"dispatch ordered broadcast [background] BroadcastRecord{725d915 u0 com.huawei.betaclub.UPLOAD_PROGRESS}, has 1 receivers",65d64fd5,dispatch ordered broadcast <*> BroadcastRecord{<*> <*> <*> has <*> receivers,"['[background]', '725d915', 'u0 com.huawei.betaclub.UPLOAD_PROGRESS},', '1']"
8748,12-17,20:47:00.027,2852,2852,I,EventCenter,EventCenter Get :android.intent.action.TIME_TICK,c5afc1ed,EventCenter Get :<*>,['android.intent.action.TIME_TICK']
8749,12-18,19:50:02.921,1795,3253,V,HwWindowManagerService,moveTaskToTop mTaskChanged:true,b5f27b4b,moveTaskToTop mTaskChanged:true,[]
8750,12-18,14:13:52.948,1795,2381,D,libfingersense_wrapper,fingersense_touch_up() finished,97fdd2c8,<*> finished,['fingersense_touch_up()']
8751,12-17,23:08:12.405,2852,2852,I,HwSignalClusterView,getOrInflateState subId:0,cf07345e,<*> subId:<*>,"['getOrInflateState', '0']"
8752,12-17,23:23:37.783,3626,3626,E,PTM.FileNodeInfo,"getTempInfo error: null, 0",4de3e872,"getTempInfo error: null, <*>",['0']
8753,12-18,14:14:11.873,1795,3253,I,WindowManger_startWindow,setAppStartingWindow: token=Token{eddbc94 ActivityRecord{502e8e7 u0 com.sankuai.meituanhd/com.sankuai.meituan.activity.Welcome t396}} pkg=com.sankuai.meituanhd transferFrom=null windowFlags=16777216 createIfNeeded=true okToDisplay=true,bff7f436,setAppStartingWindow: token=Token{<*> ActivityRecord{<*> u0 <*> <*> pkg=<*> transferFrom=null windowFlags=<*> <*> okToDisplay=true,"['eddbc94', '502e8e7', 'com.sankuai.meituanhd/com.sankuai.meituan.activity.Welcome t396}}', 'com.sankuai.meituanhd', '16777216 createIfNeeded=true']"
8754,12-17,22:33:11.244,5782,5782,I,DMS_HWDeviceMgr,200005301|Start to find last active device.,6d7175bc,<*>|Start to find last active device.,['200005301']
8755,12-17,21:53:31.885,1795,2671,D,PowerManagerService,"ready=true,policy=0,wakefulness=0,wksummary=0x10,uasummary=0x0,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=true,manual=33,auto=-1,adj=0.0userId=0",2bd0bdb0,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=true,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>","['0', '0', '0x10', '0x0', '33', '1', '0', '0']"
8756,12-17,21:14:40.076,633,31870,I,SDK     ,<2016-12-17 21:14:40> [WARN] SDK: UE-SeC 2016-12-17 21:14:40:76 Level[WARN] magic[3362781472 684]:PubEvt_Close Getting a socket[33] from the Socket-table Failed!,b29d6ea3,<<*><*><*> <*>:<*>:<*>> <*> SDK: UE-SeC <*><*><*> <*>:<*>:<*>:<*> <*> magic[<*> <*> <*> <*> <*> <*> <*> <*> <*>,"['', '<2016-12-17 21', '14:40', '[WARN]', '', '2016-12-17 21', '14', '40:76 Level[WARN]', '3362781472', '684]:PubEvt_Close', 'Getting', 'a', 'socket[33] from the Socket-table Failed!']"
8757,12-18,19:52:10.835,2852,2852,I,HwSignalClusterView,"apply hwPhoneState.mSubId:0 anyMobileVisible:false mIsAirplaneMode:false, mobileGroupVisible=true",9361d325,"apply hwPhoneState.mSubId:<*> anyMobileVisible:false mIsAirplaneMode:false, mobileGroupVisible=true",['0']
8758,12-18,15:38:18.289,1795,2739,D,HuaweiWifiWatchdogStateMachine,"bc:d1:77:bb:c9:e2 current loss[-45]=0%, volume=112",ca5eb7ed,<*> current <*> volume=<*>,"['bc:d1:77:bb:c9:e2', 'loss[-45]=0%,', '112']"
8759,12-18,17:32:05.102,5224,5224,I,Step_LSC,20002302|compensate received,aabbf6f3,<*>|compensate received,['20002302']
8760,12-18,18:28:24.196,2852,2852,I,HwSignalClusterView,getOrInflateState subId:0,cf07345e,<*> subId:<*>,"['getOrInflateState', '0']"
8761,12-18,07:57:53.926,1795,1819,D,NetworkManagement,notifyInterfaceClassActivity: client is com.android.server.ConnectivityService$1@e0f099c,cea6a32f,notifyInterfaceClassActivity: client is <*>,['com.android.server.ConnectivityService$1@e0f099c']
8762,12-18,09:20:00.349,2852,2852,W,StatusBarWindowManager,Apply window Height MATCH_PARENT,e21e771e,Apply window Height MATCH_PARENT,[]
8763,12-18,14:07:29.055,1795,2396,D,HwConnectivityService,return the background wifi network info for system manager.,d7dcbaa5,return the background wifi network info for system manager.,[]
8764,12-18,15:39:35.634,1795,2748,D,lux trace:,"[194.0/140772823, 193.0/140773198, 194.0/140773572, 193.0/140775447]",4ef4c932,"[<*>.<*><*>, <*>.<*><*>, <*>.<*><*>, <*>.<*><*>]","['', '194.0/140772823', '', '193.0/140773198', '', '194.0/140773572', '', '193.0/140775447']"
8765,12-17,21:32:22.267,1046,2703,V,APM_AudioPolicyManager,"selectOutput() commonFlags for output 13, 0001",13d7f369,"selectOutput() commonFlags for output <*>, <*>","['13', '0001']"
8766,12-18,19:52:16.366,2852,2852,I,NotificationContentView,transferRemoteInputFocus: 0,dede275d,<*> <*>,['transferRemoteInputFocus: 0']
8767,12-17,21:50:45.798,1046,1053,V,APM_AudioPolicyManager,setOutputDevice() prevDevice 0x0001,979ae93d,setOutputDevice() prevDevice <*>,['0x0001']
8768,12-17,21:16:41.378,24266,24266,V,chaunce ,org.iqiyi.video.vote.b.aux.a()<-1> : checkVoteShowTime--hideVoteView,a8b2cf2b,<*>()<-<*>> : <*>,"['org.iqiyi.video.vote.b.aux.a', '<-1>', 'checkVoteShowTime--hideVoteView']"
8769,12-18,14:13:56.508,1795,11745,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",ea3cf8e4,<*> suspend blocker <*>,"['Releasing', '""PowerManagerService.WakeLocks"".']"
8770,12-17,20:58:07.501,2852,3556,I,NetworkController.MobileSignalController(0),onDataActivity: direction=3,2561f5e6,onDataActivity: direction=<*>,['3']
8771,12-18,12:49:01.275,1795,6988,D,PowerManagerService,"release:lock=503088, flg=0x0, tag=""eventloop"", name=android"", ws=null, uid=1000, pid=7194",255b14d1,"release:lock=<*>, flg=<*>, <*> <*> <*> uid=<*>, pid=<*>","['503088', '0x0', 'tag=""eventloop"",', 'name=android"", ws=null,', '1000', '7194']"
8772,12-18,08:15:10.247,2852,2852,D,HwCustMobileSignalControllerImpl,"sub =0,strMccMnc =null,hashMccMnc =[],strPlmn =hw_show_lte",a20cc1e2,"sub =<*>,strMccMnc =null,hashMccMnc =[],strPlmn <*>","['0', '=hw_show_lte']"
8773,12-18,03:26:26.696,3218,3517,I,QImsService,ImsSenderRxr :  networkMode = -1 status = 0 restrictCause = 0 registered = 2[SUB0],d2d2da7b,ImsSenderRxr : <*> = <*> <*> = <*> <*> = <*> <*> = <*>,"[' networkMode', '-1 status', '0 restrictCause', '0 registered', '2[SUB0]']"
8774,12-18,07:15:58.025,1795,3139,D,PowerManagerService,"ready=true,policy=0,wakefulness=0,wksummary=0x0,uasummary=0x0,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=true,manual=33,auto=-1,adj=0.0userId=0",2bd0bdb0,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=true,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>","['0', '0', '0x0', '0x0', '33', '1', '0', '0']"
8775,12-18,17:30:14.483,814,23383,D,NuPlayer,codec of amr-wb is disabled!,e025b6d2,codec of amr-wb is disabled!,[]
8776,12-18,15:36:13.835,2883,2896,I,HwSystemManager,HoldService:PHONE_CODE_PERMISSION  is allowed  . packagename =  com.sankuai.meituan,b21a52b4,HoldService:PHONE_CODE_PERMISSION  is allowed  . packagename =  <*>,['com.sankuai.meituan']
8777,12-18,07:59:06.598,633,23520,I,SDK     ,<2016-12-18 07:59:06> [NOTICE] SDK: UE-SeC 2016-12-18 7:59:6:598 Level[NOTICE] magic[2221566240 2579]:ReadSdkGroupItem: Succeed in fetching group item[HW_W3_MDM_PASSWORD] share[1],f8ed0d73,<<*><*><*> <*>:<*>:<*>> <*> SDK: UE-SeC <*><*><*> <*>:<*>:<*>:<*> <*> magic[<*> <*> <*> <*> <*> <*> <*> <*>,"['', '<2016-12-18 07', '59:06', '[NOTICE]', '', '2016-12-18 7', '59', '6:598 Level[NOTICE]', '2221566240', '2579]:ReadSdkGroupItem:', 'Succeed', 'in fetching group item[HW_W3_MDM_PASSWORD] share[1]']"
8778,12-18,08:15:09.600,1795,25364,D,WifiMonitor,Dispatching event to interface: wlan0,8ef06ea2,Dispatching event to interface: <*>,['wlan0']
8779,12-18,09:17:31.708,4492,4492,V,BoostFramework,BoostFramework() : mPerf = com.qualcomm.qti.Performance@af9f384,4382623a,<*> <*> <*> = <*>@<*>,"['BoostFramework()', ': mPerf', 'com.qualcomm.qti.Performance@af9f384']"
8780,12-17,22:31:42.774,1795,2377,I,AwareLog,AwareMem_EventTracker: [APP_ACTIVITY_FINISH_128191082] is abandoned for memory low 928004 but policy can not execute,6c78fdb3,AwareMem_EventTracker: <*> is abandoned for memory low <*> but policy can not execute,"['[APP_ACTIVITY_FINISH_128191082]', '928004']"
8781,12-18,18:23:27.437,1795,3139,I,ActivityManager,Process com.huawei.betaclub:loguploadservice (pid 19812) has died,7d66b58a,Process <*>:loguploadservice (pid <*>) has died,"['com.huawei.betaclub', '19812']"
8782,12-18,00:04:06.913,2852,3556,I,NetworkController.MobileSignalController(0),"onSignalStrengthsChanged signalStrength=SignalStrength: -1 0 -1 255 -1 255 -1 255 255 20 -100 -8 196 2147483647 2147483647 false gw|lte level=4 isSuspend=false levelOld=4,mSignalStrength level=4",62c38581,"onSignalStrengthsChanged signalStrength=SignalStrength: -<*> <*> -<*> <*> -<*> <*> -<*> <*> <*> <*> -<*> -<*> <*> <*> <*> false gw|lte level=<*> isSuspend=false levelOld=<*>,mSignalStrength level=<*>","['1 0', '1 255', '1 255', '1', '255 255 20', '100', '8', '196 2147483647 2147483647', '4', '4', '4']"
8783,12-18,19:52:12.275,5224,5283,I,Step_DataCache,20002302|getTodayTotalSteps 17148,dede275d,<*> <*>,['20002302|getTodayTotalSteps 17148']
