EventId,EventTemplate,Occurrences
793830c3,CCFile copyFile fileName is [2017-07-03_15 47 25.272730]-io80211Family-011.pcapng source path /var/log/CoreCapture/<*>/IO80211AWDLPeerManager//[2017-07-03_15 47 25.272730]-io80211Family-011.pcapng dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-03_15 47 25.346497] RoamFail sts 1_rsn 4/IO80211AWDLPeerManager//[2017-07-03_15 47 25.272730]-io80211Family-011.pcapng,1
0c1b5051,ARPT <*> wl0 Roamed or switched channel reason #1 bssid 0c 68 03 4d d7 ac last RSSI <*>,2
febfa99b,CCFile copyFile fileName is [2017-07-01_09 28 41.970572]-CCIOReporter-003.xml source path /var/log/CoreCapture/<*>/OneStats//[2017-07-01_09 28 41.970572]-CCIOReporter-003.xml dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-01_09 28 41.955482] AuthFail sts 2_rsn 0/OneStats//[2017-07-01_09 28 41.970572]-CCIOReporter-003.xml,1
219cc8c4,CCFile copyFile fileName is [2017-07-08_05 55 23.598110]-CCIOReporter-001.xml source path /var/log/CoreCapture/<*>/OneStats//[2017-07-08_05 55 23.598110]-CCIOReporter-001.xml dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-08_05 55 22.558304] AssocFail sts 2_rsn 0/OneStats//[2017-07-08_05 55 23.598110]-CCIOReporter-001.xml,1
483f8b8c,RTC Maintenance 2017/7/5 08 47 02 sleep 2017/7/5 08 34 05,1
b5d8b83a,08 21 18.002 Purged contact hashes,1
3cafb410,FA||Url||taskID[2019353758] dealloc,1
f7231c21,CCFile copyFile fileName is [2017-07-05_11 01 13.672936]-CCIOReporter-003.xml source path /var/log/CoreCapture/<*>/OneStats//[2017-07-05_11 01 13.672936]-CCIOReporter-003.xml dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-05_11 01 51.638542] RoamFail sts 1_rsn 1/OneStats//[2017-07-05_11 01 13.672936]-CCIOReporter-003.xml,1
472322fd,FA||Url||taskID[2019353691] dealloc,1
63b76d35,CCFile copyFile fileName is [2017-07-02_18 09 29.564935]-CCIOReporter-001.xml source path /var/log/CoreCapture/<*>/OneStats//[2017-07-02_18 09 29.564935]-CCIOReporter-001.xml dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-02_18 09 28.561802] AuthFail sts 5_rsn 0/OneStats//[2017-07-02_18 09 29.564935]-CCIOReporter-001.xml,1
13650d46,CCFile copyFile fileName is [2017-07-03_12 35 58.511033]-AirPortBrcm4360_Logs-002.txt source path /var/log/CoreCapture/<*>/DriverLogs//[2017-07-03_12 35 58.511033]-AirPortBrcm4360_Logs-002.txt dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-03_12 35 57.446283] AssocFail sts 2_rsn 0/DriverLogs//[2017-07-03_12 35 58.511033]-AirPortBrcm4360_Logs-002.txt,1
ff1fbb80,2017-07-06 00 30 39.046 ksfetch[36445/0x7fff79824000] [lvl 2] main() ksfetch done fetching.,1
d915559e,CCFile copyFile fileName is [2017-07-03_12 36 40.074805]-CCIOReporter-005.xml source path /var/log/CoreCapture/<*>/OneStats//[2017-07-03_12 36 40.074805]-CCIOReporter-005.xml dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-03_12 36 40.150691] RoamFail sts 1_rsn 4/OneStats//[2017-07-03_12 36 40.074805]-CCIOReporter-005.xml,1
5d2e5446,2017-07-06 <*> <*> <*> <*> [lvl 2] -[KSUpdateCheckAction performAction] KSUpdateCheckAction running KSServerUpdateRequest <KSOmahaServerUpdateRequest <*>,2
e07a699f,FA||Url||taskID[2019353271] dealloc,1
a0a12106,CCFile copyFile fileName is [2017-07-01_09 21 53.926232]-io80211Family-002.pcapng source path /var/log/CoreCapture/<*>/IO80211AWDLPeerManager//[2017-07-01_09 21 53.926232]-io80211Family-002.pcapng dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-01_09 21 57.380965] AuthFail sts 5_rsn 0/IO80211AWDLPeerManager//[2017-07-01_09 21 53.926232]-io80211Family-002.pcapng,1
58e044dc,tcp_connection_destination_write_setup_notsent_lowat 84781 disabling low latency setsockopt TCP_NOTSENT_LOWAT to 16384 on fd 132 failed [22] Invalid argument dumping backtrace,1
7055726f,<INFO> RQD UserInfoUploadHandler clean 1 records,1
6aa077aa,2017-07-06 00 30 39.049 GoogleSoftwareUpdateAgent[36436/0x7000002a0000] [lvl 2] -[KSOutOfProcessFetcher(PrivateMethods) helperErrorAvailable ] KSOutOfProcessFetcher helper tool raw STDERR,1
ca2c9b8b,Killing auth hosts,1
04d9c102,RTC Maintenance 2017/7/7 17 17 42 sleep 2017/7/7 17 05 06,1
ca51e348,04 55 22.389 Scanning mode Contacts Only,1
86e5e18c,[21 22 38.054] mv_LowLevelCheckIfVideoPlayableUsingDecoder signalled err -12956 (kFigMediaValidatorError_VideoCodecNotSupported) (video codec 1) at line 1921,1
b9758c1c,FA||Url||taskID[2019353715] dealloc,1
5e9ca9d3,RTC Maintenance 2017/7/7 08 33 48 sleep 2017/7/7 08 21 12,1
f8e39178,RTC Maintenance 2017/7/5 02 29 00 sleep 2017/7/5 02 16 40,1
c2590845,FA||Url||taskID[2019353880] dealloc,1
1f8f2db9,PM response took 102 ms (280 mapspushd),1
3068c728,DB Path /Users/xpc/Library/Containers/<*>/Data/Documents/contents/916639562/QQ.db,1
6197c73b,CCFile copyFile fileName is [2017-07-01_09 59 40.802448]-io80211Family-002.pcapng source path /var/log/CoreCapture/<*>/IO80211AWDLPeerManager//[2017-07-01_09 59 40.802448]-io80211Family-002.pcapng dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-01_09 59 59.971150] RoamFail sts 1_rsn 1/IO80211AWDLPeerManager//[2017-07-01_09 59 40.802448]-io80211Family-002.pcapng,1
62b5f90f,"[CardDAVPlugin-ERROR] -getPrincipalInfo [_controller supportsRequestCompressionAtURL https //13957525385%40163.com@<*>/874161398/principal/] Error Domain NSURLErrorDomain Code -1003 ""A server with the specified hostname could not be found."" UserInfo {NSUnderlyingError 0x7f9d20d45f80 {Error Domain kCFErrorDomainCFNetwork Code -1003 ""A server with the specified hostname could not be found."" UserInfo {NSErrorFailingURLStringKey https //13957525385%40163.com@<*>/874161398/principal/ NSErrorFailingURLKey https //13957525385%40163.com@<*>/874161398/principal/ _kCFStreamErrorCodeKey 8 _kCFStreamErrorDomainKey 12 NSLocalizedDescription A server with the specified hostname could not be found.}} NSErrorFailingURLStringKey https //13957525385%40163.com@<*>/874161398/principal/ NSErrorFailingURLKey https //13957525385%40163.com@<*>/874161398/principal/ _kCFStreamErrorDomainKey 12 _kCFStreamErrorCodeKey 8 NSLocalizedDescription A server with the specified hostname could not be found.}",1
80267517,FA||Url||taskID[2019353576] dealloc,1
f628e4fe,"2017-07-01 19 43 30.789 30311 3512df40 [LogMessageLogging] [aid-types_14000] - Request to send LogMessages of count (6) failed with Error Error Domain NSURLErrorDomain Code -1009 ""The Internet connection appears to be offline."" UserInfo {NSUnderlyingError 0x7fe1351498d0 {Error Domain kCFErrorDomainCFNetwork Code -1009 ""The Internet connection appears to be offline."" UserInfo {NSErrorFailingURLStringKey https //<*>/a/v2/use NSErrorFailingURLKey https //<*>/a/v2/use _kCFStreamErrorCodeKey 8 _kCFStreamErrorDomainKey 12 NSLocalizedDescription The Internet connection appears to be offline.}} NSErrorFailingURLStringKey https //<*>/a/v2/use NSErrorFailingURLKey https //<*>/a/v2/use _kCFStreamErrorDomainKey 12 _kCFStreamErrorCodeKey 8 NSLocalizedDescription The Internet connection appears to be offline.}",1
5a767e16,FA||Url||taskID[2019353399] dealloc,1
8301c58e,"[CardDAVPlugin-ERROR] -getPrincipalInfo [_controller principalPropertiesAtURL https //xpcben%40gmail.com@<*>/carddav/v1/principals/xpcben%40gmail.com/] Error Domain NSURLErrorDomain Code -1005 ""The network connection was lost."" UserInfo {NSUnderlyingError 0x7fdb40f77050 {Error Domain kCFErrorDomainCFNetwork Code -1005 ""The network connection was lost."" UserInfo {NSErrorFailingURLStringKey https //xpcben%40gmail.com@<*>/carddav/v1/principals/xpcben%40gmail.com/ NSErrorFailingURLKey https //xpcben%40gmail.com@<*>/carddav/v1/principals/xpcben%40gmail.com/ _kCFStreamErrorCodeKey -4 _kCFStreamErrorDomainKey 4 NSLocalizedDescription The network connection was lost.}} NSErrorFailingURLStringKey https //xpcben%40gmail.com@<*>/carddav/v1/principals/xpcben%40gmail.com/ NSErrorFailingURLKey https //xpcben%40gmail.com@<*>/carddav/v1/principals/xpcben%40gmail.com/ _kCFStreamErrorDomainKey 4 _kCFStreamErrorCodeKey -4 NSLocalizedDescription The network connection was lost.}",1
71f1aee7,en0 BSSID changed to c8 f9 f9 a7 ab 7c,1
0e2681bc,CCFile copyFile fileName is [2017-07-02_18 38 32.810960]-io80211Family-001.pcapng source path /var/log/CoreCapture/<*>/IO80211AWDLPeerManager//[2017-07-02_18 38 32.810960]-io80211Family-001.pcapng dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-02_18 38 31.808037] AuthFail sts 5_rsn 0/IO80211AWDLPeerManager//[2017-07-02_18 38 32.810960]-io80211Family-001.pcapng,1
a0c5ecbb,CCFile copyFile fileName is [2017-07-06_16 16 20.419705]-AirPortBrcm4360_Logs-001.txt source path /var/log/CoreCapture/<*>/DriverLogs//[2017-07-06_16 16 20.419705]-AirPortBrcm4360_Logs-001.txt dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-06_16 16 19.943185] AuthFail sts 5_rsn 0/DriverLogs//[2017-07-06_16 16 20.419705]-AirPortBrcm4360_Logs-001.txt,1
40450d37,FA||Url||taskID[2019353669] dealloc,1
da777c5b,-------------handle0x210-------------Enter,1
053683ae,FA||Url||taskID[2019353387] dealloc,1
fc8afb8b,RTC Maintenance 2017/7/8 01 37 07 sleep 2017/7/8 01 24 29,1
3ce70a71,RTC Maintenance 2017/7/4 15 20 48 sleep 2017/7/4 15 08 11,1
2ad92f2d,"[CardDAVPlugin-ERROR] -getPrincipalInfo [_controller principalPropertiesAtURL https //xpcben%40gmail.com@<*>/carddav/v1/principals/xpcben%40gmail.com/] Error Domain NSURLErrorDomain Code -1009 ""The Internet connection appears to be offline."" UserInfo {NSUnderlyingError 0x7fa3bb001280 {Error Domain kCFErrorDomainCFNetwork Code -1009 ""The Internet connection appears to be offline."" UserInfo {NSErrorFailingURLStringKey https //xpcben%40gmail.com@<*>/carddav/v1/principals/xpcben%40gmail.com/ NSErrorFailingURLKey https //xpcben%40gmail.com@<*>/carddav/v1/principals/xpcben%40gmail.com/ _kCFStreamErrorCodeKey 57 _kCFStreamErrorDomainKey 1 NSLocalizedDescription The Internet connection appears to be offline.}} NSErrorFailingURLStringKey https //xpcben%40gmail.com@<*>/carddav/v1/principals/xpcben%40gmail.com/ NSErrorFailingURLKey https //xpcben%40gmail.com@<*>/carddav/v1/principals/xpcben%40gmail.com/ _kCFStreamErrorDomainKey 1 _kCFStreamErrorCodeKey 57 NSLocalizedDescription The Internet connection appears to be offline.}",1
46b3cc0f,FA||Url||taskID[2019353403] dealloc,1
8251d4cb,11 38 49.210 BTLE scanner Powered Off,1
66a88fc7,FA||Url||taskID[2019353729] dealloc,1
05fa75ef,PM response took 164 ms (17988 NeteaseMusic),1
6cb6d868,FA||Url||taskID[2019353568] dealloc,1
c26fd9e0,CCFile copyFile fileName is [2017-07-03_18 57 01.438950]-AirPortBrcm4360_Logs-003.txt source path /var/log/CoreCapture/<*>/DriverLogs//[2017-07-03_18 57 01.438950]-AirPortBrcm4360_Logs-003.txt dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-03_18 57 01.351438] AssocFail sts 2_rsn 0/DriverLogs//[2017-07-03_18 57 01.438950]-AirPortBrcm4360_Logs-003.txt,1
